ProductID,ProductName,Category,Brand,UnitPrice
P220,Mouse,Computing,Canon,6339
P221,Mouse,Accessories,Dell,20713
P222,Smartwatch,Electronics,Acer,77461
P223,Smartwatch,Electronics,Lenovo,65459
P224,Mobile,Accessories,Acer,40412
P225,Mobile,Computing,Sony,73321
P226,Mobile,Computing,Canon,28204
P227,Mouse,Electronics,Asus,18071
P228,Printer,Computing,Asus,67585
P229,Headphones,Electronics,Sony,34615
P230,Tablet,Accessories,Acer,12724
P231,Printer,Computing,Lenovo,29870
P232,Monitor,Electronics,Dell,12944
P233,Keyboard,Accessories,LG,74433
P234,Headphones,Computing,Canon,22670
P235,Monitor,Electronics,Apple,30686
P236,Camera,Electronics,Apple,8457
P237,Mobile,Computing,Acer,56297
P238,Monitor,Computing,Canon,44527
P239,Camera,Electronics,Apple,23570
P240,Printer,Computing,Asus,68436
P241,Keyboard,Accessories,Dell,52963
P242,Monitor,Computing,LG,34844
P243,Laptop,Accessories,Lenovo,3709
P244,Monitor,Electronics,Apple,76209
P245,Tablet,Electronics,Asus,36022
P246,Smartwatch,Accessories,Acer,60621
P247,Keyboard,Computing,HP,32823
P248,Printer,Accessories,Lenovo,8654
P249,Keyboard,Computing,Sony,19558
P250,Tablet,Accessories,Acer,16870
P251,Monitor,Electronics,Lenovo,57202
P252,Tablet,Computing,LG,30009
P253,Mouse,Computing,Dell,64820
P254,Headphones,Electronics,Asus,24582
P255,Camera,Electronics,Lenovo,2544
P256,Headphones,Computing,Sony,75053
P257,Smartwatch,Electronics,Dell,7300
P258,Smartwatch,Computing,Asus,1039
P259,Mouse,Computing,Sony,79640
P260,Smartwatch,Accessories,Acer,1376
P261,Laptop,Computing,Apple,21432
P262,Printer,Computing,Lenovo,19801
P263,Tablet,Electronics,Apple,33621
P264,Monitor,Accessories,Asus,20948
P265,Mouse,Accessories,Samsung,37187
P266,Headphones,Electronics,Samsung,61402
P267,Keyboard,Computing,Sony,68215
P268,Mouse,Computing,HP,12768
P269,Printer,Electronics,Canon,58822
P270,Mouse,Accessories,Sony,18048
P271,Headphones,Accessories,Asus,4483
P272,Camera,Accessories,HP,29473
P273,Smartwatch,Electronics,Samsung,63195
P274,Laptop,Electronics,Apple,3808
P275,Printer,Accessories,LG,23092
P276,Monitor,Accessories,Sony,68855
P277,Mobile,Computing,Samsung,29824
P278,Mouse,Electronics,Asus,51620
P279,Smartwatch,Accessories,HP,74880
P280,Monitor,Computing,Canon,64641
P281,Mobile,Accessories,LG,37774
P282,Laptop,Electronics,Apple,8040
P283,Headphones,Accessories,Dell,56708
P284,Headphones,Accessories,Acer,52017
P285,Tablet,Accessories,Sony,41486
P286,Laptop,Electronics,Lenovo,15331
P287,Smartwatch,Computing,Samsung,37913
P288,Mouse,Electronics,Canon,20571
P289,Laptop,Accessories,Apple,9014
P290,Mouse,Accessories,Sony,53024
P291,Mobile,Accessories,Lenovo,61353
P292,Smartwatch,Computing,Samsung,40616
P293,Monitor,Accessories,Dell,49617
P294,Monitor,Electronics,HP,6648
P295,Keyboard,Computing,Samsung,17686
P296,Tablet,Computing,Dell,65869
P297,Printer,Accessories,Acer,61800
P298,Smartwatch,Accessories,LG,47606
P299,Monitor,Accessories,Apple,33280
P300,Monitor,Computing,Dell,41775
P301,Tablet,Electronics,Apple,25995
P302,Camera,Computing,Dell,20485
P303,Monitor,Accessories,Canon,42946
P304,Headphones,Electronics,LG,50855
P305,Camera,Electronics,Canon,3605
P306,Headphones,Electronics,Canon,54330
P307,Mouse,Electronics,Canon,39458
P308,Mouse,Computing,Acer,5545
P309,Tablet,Accessories,Samsung,73492
P310,Monitor,Accessories,HP,8824
P311,Printer,Electronics,LG,48820
P312,Keyboard,Computing,Canon,9777
P313,Keyboard,Computing,Dell,48467
P314,Smartwatch,Electronics,Apple,79173
P315,Camera,Accessories,Asus,59688
P316,Printer,Accessories,Sony,72631
P317,Headphones,Accessories,Lenovo,15447
P318,Keyboard,Accessories,Acer,51459
P319,Camera,Electronics,Sony,4652
P320,Printer,Accessories,Samsung,42522
P321,Mouse,Electronics,Apple,66404
P322,Monitor,Accessories,Asus,69427
P323,Mouse,Electronics,Sony,59657
P324,Monitor,Electronics,Canon,26030
P325,Laptop,Accessories,Asus,77143
P326,Headphones,Computing,Lenovo,59212
P327,Keyboard,Electronics,Sony,66676
P328,Mouse,Electronics,HP,49000
P329,Tablet,Accessories,Canon,44170
P330,Printer,Computing,Apple,14751
P331,Laptop,Computing,Sony,8075
P332,Mobile,Electronics,Dell,29563
P333,Headphones,Computing,LG,13158
P334,Laptop,Computing,Acer,27865
P335,Monitor,Accessories,HP,42733
P336,Headphones,Electronics,Dell,1409
P337,Headphones,Electronics,Samsung,1395
P338,Laptop,Accessories,Acer,24033
P339,Keyboard,Accessories,Asus,73052
P340,Smartwatch,Accessories,Apple,73518
P341,Keyboard,Electronics,Sony,70363
P342,Mouse,Computing,Asus,29022
P343,Laptop,Computing,Lenovo,69334
P344,Laptop,Computing,Samsung,33401
P345,Smartwatch,Computing,HP,38452
P346,Laptop,Accessories,Dell,60091
P347,Smartwatch,Computing,Dell,35595
P348,Monitor,Accessories,Canon,26752
P349,Laptop,Accessories,Samsung,52389
P350,Smartwatch,Electronics,Asus,41200
P351,Mobile,Computing,Asus,17700
P352,Smartwatch,Electronics,Samsung,17060
P353,Mobile,Accessories,Canon,28989
P354,Tablet,Accessories,HP,36905
P355,Laptop,Accessories,HP,27495
P356,Mouse,Accessories,Acer,43175
P357,Printer,Electronics,Apple,28323
P358,Headphones,Electronics,Asus,71790
P359,Laptop,Accessories,Sony,79728
P360,Mobile,Electronics,Acer,62831
P361,Laptop,Computing,Samsung,29602
P362,Mouse,Electronics,Samsung,54976
P363,Laptop,Electronics,Canon,41322
P364,Mouse,Electronics,HP,44837
P365,Monitor,Electronics,HP,59438
P366,Monitor,Computing,Asus,36295
P367,Mouse,Electronics,HP,13329
P368,Monitor,Electronics,Apple,34159
P369,Printer,Accessories,Apple,69949
P370,Laptop,Accessories,LG,55428
P371,Keyboard,Electronics,Acer,77520
P372,Tablet,Computing,Sony,16751
P373,Mobile,Electronics,LG,75145
P374,Tablet,Computing,Canon,38345
P375,Laptop,Electronics,Samsung,40665
P376,Laptop,Computing,Canon,24959
P377,Laptop,Accessories,Sony,40398
P378,Laptop,Accessories,Canon,20623
P379,Mobile,Computing,Samsung,37920
P380,Mouse,Electronics,Asus,39986
P381,Printer,Electronics,Apple,2301
P382,Headphones,Computing,Asus,24077
P383,Mobile,Computing,Acer,7655
P384,Smartwatch,Accessories,Acer,37572
P385,Mouse,Electronics,HP,77439
P386,Camera,Computing,Asus,65827
P387,Camera,Accessories,Asus,6007
P388,Mouse,Accessories,Samsung,71171
P389,Laptop,Accessories,Sony,69655
P390,Monitor,Electronics,HP,27436
P391,Camera,Electronics,Lenovo,10507
P392,Tablet,Accessories,HP,10673
P393,Mobile,Accessories,LG,34324
P394,Tablet,Accessories,Dell,73280
P395,Headphones,Accessories,HP,61289
P396,Mouse,Electronics,Lenovo,20052
P397,Keyboard,Accessories,Apple,34839
P398,Camera,Electronics,Samsung,8501
P399,Laptop,Computing,Acer,57991
P400,Tablet,Computing,Canon,34520
P401,Headphones,Electronics,Samsung,7511
P402,Mobile,Accessories,Acer,19599
P403,Tablet,Electronics,Apple,20266
P404,Tablet,Accessories,Samsung,51801
P405,Mouse,Computing,Lenovo,25510
P406,Smartwatch,Accessories,Asus,2194
P407,Mouse,Electronics,Dell,47861
P408,Smartwatch,Computing,Apple,36998
P409,Smartwatch,Computing,Samsung,19481
P410,Camera,Accessories,Samsung,46785
P411,Mobile,Accessories,Samsung,12929
P412,Camera,Accessories,Canon,6401
P413,Monitor,Electronics,LG,12266
P414,Smartwatch,Electronics,Sony,61411
P415,Monitor,Accessories,Canon,18987
P416,Headphones,Electronics,Asus,52821
P417,Mobile,Computing,Apple,34259
P418,Monitor,Accessories,Apple,76157
P419,Laptop,Electronics,Sony,9854
P420,Mobile,Electronics,Lenovo,76966
P421,Camera,Electronics,Sony,2782
P422,Tablet,Electronics,Sony,42953
P423,Smartwatch,Computing,Sony,48443
P424,Headphones,Computing,Canon,43581
P425,Printer,Computing,Samsung,2384
P426,Camera,Accessories,Asus,50989
P427,Printer,Electronics,Sony,37107
P428,Mobile,Accessories,Acer,61759
P429,Headphones,Computing,LG,63541
P430,Monitor,Computing,Dell,10297
P431,Camera,Electronics,Asus,42161
P432,Smartwatch,Computing,Acer,50641
P433,Tablet,Electronics,Sony,33119
P434,Mobile,Accessories,Asus,41866
P435,Smartwatch,Accessories,HP,40753
P436,Monitor,Computing,Asus,3337
P437,Laptop,Accessories,HP,55667
P438,Mouse,Accessories,Samsung,35649
P439,Monitor,Accessories,Sony,63645
P440,Keyboard,Accessories,HP,75792
P441,Printer,Electronics,Samsung,43482
P442,Smartwatch,Computing,Acer,38687
P443,Tablet,Electronics,Dell,47566
P444,Mouse,Accessories,Acer,57947
P445,Camera,Computing,Lenovo,71595
P446,Mobile,Accessories,Lenovo,22042
P447,Printer,Electronics,Acer,75714
P448,Laptop,Computing,Samsung,78100
P449,Printer,Computing,LG,60110
P450,Mouse,Electronics,HP,67559
P451,Tablet,Accessories,Canon,74609
P452,Laptop,Accessories,Sony,2323
P453,Monitor,Computing,Lenovo,5061
P454,Laptop,Computing,Asus,40387
P455,Printer,Electronics,Samsung,52830
P456,Monitor,Electronics,Apple,69079
P457,Mouse,Computing,LG,61125
P458,Keyboard,Accessories,Dell,43321
P459,Mobile,Electronics,Dell,59426
P460,Headphones,Accessories,Samsung,44912
P461,Mobile,Accessories,Canon,61971
P462,Tablet,Accessories,LG,29491
P463,Printer,Electronics,Sony,61094
P464,Monitor,Accessories,Apple,13573
P465,Tablet,Computing,Canon,15627
P466,Headphones,Electronics,Samsung,41457
P467,Camera,Electronics,Apple,59058
P468,Smartwatch,Electronics,Dell,54204
P469,Mouse,Accessories,Acer,59379
P470,Monitor,Accessories,Samsung,7211
P471,Tablet,Electronics,Samsung,49490
P472,Camera,Electronics,Apple,4235
P473,Mouse,Accessories,Asus,8045
P474,Smartwatch,Electronics,LG,37157
P475,Printer,Computing,Apple,47198
P476,Tablet,Accessories,Lenovo,61233
P477,Keyboard,Computing,HP,5192
P478,Tablet,Electronics,Apple,67755
P479,Printer,Electronics,Samsung,21365
P480,Printer,Computing,HP,18632
P481,Laptop,Electronics,LG,71007
P482,Keyboard,Electronics,Canon,78643
P483,Printer,Accessories,Samsung,1247
P484,Mouse,Electronics,Canon,40389
P485,Mobile,Electronics,Samsung,48308
P486,Monitor,Electronics,Acer,78342
P487,Tablet,Computing,Acer,77422
P488,Headphones,Accessories,Apple,60355
P489,Printer,Computing,Canon,78452
P490,Monitor,Computing,Acer,14501
P491,Laptop,Accessories,Apple,77028
P492,Headphones,Computing,LG,4958
P493,Laptop,Accessories,LG,35507
P494,Smartwatch,Accessories,LG,71124
P495,Mobile,Accessories,Acer,58838
P496,Camera,Electronics,Apple,47691
P497,Camera,Computing,HP,58962
P498,Monitor,Computing,Dell,8185
P499,Keyboard,Accessories,HP,59366
P500,Headphones,Accessories,Apple,37678
P501,Monitor,Electronics,Asus,14994
P502,Smartwatch,Electronics,Apple,45406
P503,Mouse,Computing,Dell,14731
P504,Monitor,Computing,Asus,47803
P505,Monitor,Computing,Asus,35012
P506,Headphones,Computing,LG,47950
P507,Mobile,Computing,LG,17796
P508,Headphones,Electronics,Apple,58787
P509,Printer,Computing,HP,48037
P510,Printer,Electronics,Acer,52473
P511,Mouse,Computing,Sony,29198
P512,Headphones,Computing,LG,8701
P513,Printer,Electronics,HP,30670
P514,Smartwatch,Computing,Canon,78299
P515,Mobile,Electronics,Canon,17623
P516,Smartwatch,Electronics,Lenovo,55964
P517,Headphones,Computing,Asus,53423
P518,Laptop,Accessories,Dell,52793
P519,Keyboard,Electronics,Acer,30457
P520,Keyboard,Electronics,Dell,41529
P521,Smartwatch,Electronics,Lenovo,42030
P522,Printer,Electronics,Samsung,36641
P523,Headphones,Accessories,Lenovo,4338
P524,Laptop,Computing,Asus,54587
P525,Camera,Accessories,Acer,44803
P526,Laptop,Computing,Samsung,12487
P527,Camera,Electronics,LG,12859
P528,Monitor,Computing,Dell,78183
P529,Mouse,Accessories,Asus,2220
P530,Mobile,Accessories,LG,65903
P531,Laptop,Computing,Apple,16845
P532,Keyboard,Electronics,Dell,31558
P533,Printer,Computing,LG,61256
P534,Tablet,Computing,LG,47401
P535,Smartwatch,Accessories,Asus,60341
P536,Laptop,Accessories,Sony,57300
P537,Tablet,Computing,Canon,62770
P538,Keyboard,Accessories,Canon,4356
P539,Mouse,Computing,Lenovo,19816
P540,Laptop,Computing,Apple,15174
P541,Tablet,Electronics,Lenovo,36899
P542,Mouse,Accessories,Acer,36340
P543,Keyboard,Accessories,Dell,70981
P544,Mobile,Computing,Asus,10774
P545,Keyboard,Electronics,HP,78993
P546,Monitor,Computing,Asus,78849
P547,Laptop,Electronics,HP,52625
P548,Camera,Electronics,Asus,54786
P549,Laptop,Accessories,Lenovo,59606
P550,Mobile,Accessories,Canon,38369
P551,Keyboard,Accessories,Sony,59882
P552,Mouse,Accessories,Samsung,49169
P553,Keyboard,Computing,Acer,21463
P554,Monitor,Computing,Apple,35796
P555,Camera,Accessories,LG,65878
P556,Smartwatch,Accessories,Lenovo,58690
P557,Mobile,Accessories,LG,17538
P558,Mobile,Electronics,Dell,16468
P559,Keyboard,Computing,Dell,38339
P560,Monitor,Accessories,Asus,49943
P561,Mouse,Electronics,Asus,34986
P562,Monitor,Accessories,Dell,6885
P563,Headphones,Accessories,Lenovo,32681
P564,Printer,Electronics,Sony,59728
P565,Camera,Accessories,Dell,30100
P566,Camera,Computing,Samsung,40487
P567,Camera,Computing,Samsung,22278
P568,Headphones,Electronics,Asus,27301
P569,Printer,Accessories,HP,9710
P570,Camera,Electronics,Samsung,20677
P571,Smartwatch,Accessories,Apple,13793
P572,Camera,Accessories,Asus,79413
P573,Monitor,Computing,Apple,3809
P574,Monitor,Electronics,Lenovo,17449
P575,Tablet,Electronics,Dell,41602
P576,Laptop,Accessories,Canon,56694
P577,Headphones,Computing,Sony,27285
P578,Printer,Accessories,Dell,33080
P579,Tablet,Computing,Apple,49684
P580,Mobile,Electronics,Acer,55109
P581,Laptop,Accessories,Apple,36137
P582,Camera,Computing,Canon,9166
P583,Headphones,Electronics,Asus,49594
P584,Monitor,Computing,Sony,67435
P585,Headphones,Computing,Samsung,51172
P586,Mobile,Electronics,Acer,19349
P587,Laptop,Accessories,Canon,46506
P588,Monitor,Accessories,Sony,37230
P589,Smartwatch,Electronics,Canon,54106
P590,Headphones,Electronics,Canon,67683
P591,Headphones,Computing,Sony,9524
P592,Monitor,Accessories,LG,59587
P593,Camera,Accessories,Acer,14968
P594,Keyboard,Electronics,Samsung,6885
P595,Mouse,Electronics,Sony,38082
P596,Laptop,Electronics,Asus,6665
P597,Laptop,Accessories,Apple,63804
P598,Mouse,Accessories,Dell,71966
P599,Monitor,Accessories,Canon,19328
P600,Headphones,Electronics,Dell,9576
P601,Keyboard,Electronics,Canon,50190
P602,Mobile,Electronics,Canon,47274
P603,Mouse,Computing,Lenovo,61735
P604,Headphones,Accessories,Samsung,6402
P605,Camera,Computing,Sony,35123
P606,Smartwatch,Electronics,Canon,13178
P607,Monitor,Electronics,Asus,14145
P608,Tablet,Computing,Canon,18533
P609,Monitor,Computing,Acer,5219
P610,Printer,Accessories,Dell,74989
P611,Printer,Electronics,HP,2999
P612,Keyboard,Electronics,HP,76319
P613,Printer,Electronics,LG,29819
P614,Keyboard,Computing,Sony,43652
P615,Keyboard,Accessories,Apple,40932
P616,Smartwatch,Electronics,Samsung,44284
P617,Keyboard,Computing,Lenovo,7935
P618,Headphones,Accessories,HP,22360
P619,Laptop,Computing,Acer,26041
P620,Keyboard,Electronics,Canon,27873
P621,Camera,Accessories,Apple,69546
P622,Tablet,Accessories,Dell,52556
P623,Smartwatch,Accessories,Lenovo,73006
P624,Laptop,Electronics,LG,31268
P625,Laptop,Electronics,LG,75631
P626,Printer,Electronics,Dell,19276
P627,Keyboard,Computing,Sony,74821
P628,Mouse,Accessories,LG,16474
P629,Mobile,Accessories,Sony,13251
P630,Tablet,Electronics,Lenovo,63721
P631,Mouse,Accessories,LG,15021
P632,Smartwatch,Electronics,Lenovo,4871
P633,Mouse,Computing,Acer,43801
P634,Tablet,Computing,Samsung,25723
P635,Camera,Computing,Lenovo,36892
P636,Keyboard,Electronics,Sony,52969
P637,Keyboard,Computing,HP,36339
P638,Laptop,Electronics,Asus,547
P639,Smartwatch,Computing,Dell,33071
P640,Headphones,Accessories,Dell,38971
P641,Smartwatch,Computing,Canon,71294
P642,Camera,Electronics,Dell,21927
P643,Laptop,Computing,HP,30912
P644,Printer,Accessories,Dell,47681
P645,Keyboard,Computing,Sony,17751
P646,Tablet,Electronics,Samsung,49794
P647,Mouse,Accessories,HP,4781
P648,Laptop,Computing,Lenovo,1222
P649,Laptop,Accessories,LG,64170
P650,Mouse,Computing,Sony,5581
P651,Monitor,Electronics,Lenovo,2516
P652,Keyboard,Electronics,Apple,29172
P653,Mouse,Accessories,Canon,73979
P654,Smartwatch,Electronics,Apple,13757
P655,Mobile,Accessories,Apple,52327
P656,Laptop,Electronics,Acer,27832
P657,Camera,Accessories,Dell,55975
P658,Monitor,Computing,Sony,54691
P659,Laptop,Computing,Canon,57470
P660,Tablet,Computing,Samsung,73008
P661,Mobile,Accessories,Acer,11096
P662,Mobile,Accessories,Sony,15144
P663,Smartwatch,Accessories,Apple,42404
P664,Camera,Computing,HP,40536
P665,Camera,Electronics,Acer,7389
P666,Laptop,Accessories,Apple,39769
P667,Laptop,Accessories,Lenovo,68444
P668,Tablet,Electronics,HP,11573
P669,Laptop,Computing,Dell,13717
P670,Keyboard,Electronics,Asus,55996
P671,Smartwatch,Computing,Lenovo,67346
P672,Printer,Electronics,Lenovo,68358
P673,Monitor,Electronics,Canon,45268
P674,Mouse,Computing,Dell,23830
P675,Smartwatch,Electronics,Canon,77769
P676,Camera,Electronics,HP,5658
P677,Headphones,Computing,Lenovo,38834
P678,Camera,Accessories,Samsung,16386
P679,Keyboard,Accessories,Dell,4658
P680,Monitor,Accessories,Sony,63232
P681,Headphones,Electronics,Sony,72902
P682,Tablet,Electronics,Asus,51625
P683,Keyboard,Electronics,Lenovo,49853
P684,Camera,Accessories,Asus,39475
P685,Camera,Accessories,Dell,33874
P686,Camera,Computing,Lenovo,49562
P687,Camera,Accessories,HP,23342
P688,Mobile,Computing,Dell,57840
P689,Keyboard,Computing,Apple,34276
P690,Mobile,Accessories,Acer,56488
P691,Monitor,Electronics,Sony,13703
P692,Printer,Computing,Canon,13893
P693,Headphones,Computing,Acer,32343
P694,Mouse,Computing,LG,21529
P695,Monitor,Computing,Acer,50655
P696,Keyboard,Accessories,Samsung,72038
P697,Laptop,Computing,Dell,35334
P698,Printer,Accessories,LG,55201
P699,Mobile,Electronics,Lenovo,79451
P700,Headphones,Electronics,HP,36209
P701,Mouse,Electronics,Canon,60602
